Description,Address,Rent,Additional infomation,Seller type,Free from,Property type,URL,Surface,Rooms,Property form,Price,Status,Heating type,Floor
Apartament de vânzare,"Pacii, Zalau, Salaj",fara informatii,"balcon
bucătărie separată
debara",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-3-camere-72mp-zona-porolissum-etajul-1-69-000eur-neg-IDAu1Y,72m²,3 camere,drept de proprietate,69 000 €,gata de utilizare,centrală pe gaz,1/4
Apartament de vânzare,"ICIL, Constanta, Constanta",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=441,82m²,3 camere,fara informatii,105 000 €,fara informatii,fara informatii,2
Apartament de vânzare,"Sectorul 4, Bucuresti",fara informatii,balcon,agenție,2024-11-04,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=881,65m²,3 camere,drept de proprietate,138 000 €,fara informatii,centralizată,7/10
Apartament de vânzare,"Zorilor, Cluj-Napoca, Cluj",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1321,60m²,2 camere,fara informatii,170 000 €,fara informatii,fara informatii,3/5
Apartament de vânzare,"Selimbar, Selimbar, Sibiu",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1761,55m²,2 camere,fara informatii,118 900 €,gata de utilizare,centralizată,parter/3
Apartament de vânzare,"Bartolomeu Nord, Brasov, Brasov",fara informatii,"balcon
beci",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=441,60m²,2 camere,fara informatii,170 000 €,fara informatii,centralizată,5
Apartament de vânzare,"Grivita, Sectorul 1, Bucuresti",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=881,57m²,3 camere,drept de proprietate,83 000 €,gata de utilizare,fara informatii,6/7
Apartament de vânzare,"Giurgiului, Sectorul 4, Bucuresti",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1321,47m²,2 camere,fara informatii,62 000 €,fara informatii,fara informatii,6
Apartament de vânzare,"Selimbar, Selimbar, Sibiu",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-decomandate-si-gradina-zona-lidl-semaforului-IDAjlw,55m²,2 camere,fara informatii,118 900 €,gata de utilizare,centralizată,parter/3
Apartament de vânzare,"Cugir, Alba",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=441,70m²,2 camere,fara informatii,57 800 €,fara informatii,fara informatii,2
Apartament de vânzare,"Drumul Taberei, Sectorul 6, Bucuresti",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=881,49m²,2 camere,drept de proprietate,79 000 €,gata de utilizare,fara informatii,2/4
Apartament de vânzare,"Giroc, Giroc, Timis",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1321,45m²,2 camere,fara informatii,72 000 €,fara informatii,fara informatii,parter
Apartament de vânzare,"Floresti, Floresti, Cluj",fara informatii,fara informatii,agenție,2024-10-31,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1761,98m²,3 camere,drept de proprietate,89 900 €,gata de utilizare,fara informatii,parter/3
Apartament de vânzare,"Navodari, Constanta",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=881,47m²,2 camere,fara informatii,67 000 €,fara informatii,fara informatii,4
Apartament de vânzare,"Theodor Pallady, Sectorul 3, Bucuresti",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=441,46.88m²,2 camere,fara informatii,66 615 €,fara informatii,centralizată,2
Apartament de vânzare,"Giroc, Giroc, Timis",fara informatii,bucătărie separată,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1321,42m²,2 camere,fara informatii,54 500 €,fara informatii,centralizată,1
Apartament de vânzare,"Dacia, Iasi, Iasi",fara informatii,"grădină
terasă
garaj
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/de-vanzare-penthouse-nou-3-cam-intabulat-136-mp-dacia-214-000e-IDAtZW,136m²,3 camere,drept de proprietate,214 000 €,gata de utilizare,centrală pe gaz,7/7
Apartament de vânzare,"Voluntari, Ilfov",fara informatii,balcon,agenție,2024-11-04,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=881,57m²,2 camere,drept de proprietate,144 500 €,fara informatii,centrală pe gaz,2/4
Apartament de vânzare,"Rediu, Iasi",fara informatii,"balcon
bucătărie separată",dezvoltator,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=441,39m²,1 cameră,fara informatii,62 800 €,în construcție,centralizată,2/4
Apartament de vânzare,"Torontalului, Timisoara, Timis",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1321,46m²,2 camere,fara informatii,77 300 €,fara informatii,centralizată,1
Apartament de vânzare,"Tei, Sectorul 2, Bucuresti",fara informatii,balcon,agenție,2024-11-04,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=881,36m²,1 cameră,drept de proprietate,85 000 €,gata de utilizare,centralizată,3/4
Apartament de vânzare,"Pipera, Sectorul 2, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1321,86m²,3 camere,fara informatii,299 000 €,fara informatii,fara informatii,5
Apartament de vânzare,"Floresti, Floresti, Cluj",fara informatii,balcon,agenție,2024-11-01,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1761,59m²,2 camere,drept de proprietate,115 000 €,gata de utilizare,fara informatii,2/4
Apartament de vânzare,"Militari, Sectorul 6, Bucuresti",fara informatii,"balcon
terasă
bucătărie separată",dezvoltator,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=441,266m²,3 camere,drept de proprietate,175 000 €,gata de utilizare,centrală pe gaz,9/9
Apartament de vânzare,"Centrul Civic, Sectorul 3, Bucuresti",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=881,74m²,3 camere,drept de proprietate,192 000 €,gata de utilizare,fara informatii,5/7
Apartament de vânzare,"Piatra-Neamt, Neamt",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1321,60m²,2 camere,fara informatii,59 000 €,fara informatii,fara informatii,1
Apartament de vânzare,"Plavat, Timisoara, Timis",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1761,65m²,3 camere,fara informatii,119 990 €,fara informatii,centralizată,parter/4
Apartament de vânzare,"Strada 1 Decembrie 1918, Tractorul, Brasov, Brasov",fara informatii,"balcon
terasă
beci
debara",dezvoltator,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=441,83.47m²,3 camere,drept de proprietate,175 287 €,în construcție,centrală pe gaz,5/7
Apartament de vânzare,"Strada Arad, 1 Mai, Sectorul 1, Bucuresti",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=881,49m²,2 camere,fara informatii,77 000 €,fara informatii,fara informatii,3/7
Apartament de vânzare,"Focsani, Vrancea",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1321,77m²,3 camere,fara informatii,77 000 €,fara informatii,fara informatii,3
Apartament de vânzare,"Iris, Cluj-Napoca, Cluj",fara informatii,terasă,agenție,2024-09-10,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1761,42m²,2 camere,drept de proprietate,174 000 €,gata de utilizare,centrală pe gaz,8/8
Apartament de vânzare,"Racovita, Mioveni, Arges",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=881,56m²,2 camere,fara informatii,47 000 €,gata de utilizare,centralizată,3
Apartament de vânzare,"IMGB, Sectorul 4, Bucuresti",fara informatii,balcon,dezvoltator,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=441,56.8m²,3 camere,fara informatii,70 605 €,fara informatii,fara informatii,fara informatii
Apartament de vânzare,"Central, Pitesti, Arges",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1321,76m²,4 camere,fara informatii,93 000 €,fara informatii,fara informatii,3
Apartament de vânzare,"Tiglina 3, Galati, Galati",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1761,60m²,3 camere,fara informatii,69 900 €,fara informatii,centrală pe gaz,1/4
Apartament de vânzare,"Strada Doctor Burghelea, Traian, Sectorul 2, Bucuresti",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=441,212m²,7 camere,drept de proprietate,580 000 €,gata de utilizare,fara informatii,parter/2
Apartament de vânzare,"Bragadiru, Ilfov",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1321,40m²,1 cameră,fara informatii,47 800 €,gata de utilizare,centralizată,1/3
Apartament de vânzare,"Drumul Taberei, Sectorul 6, Bucuresti",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=881,51m²,2 camere,drept de proprietate,98 500 €,gata de utilizare,fara informatii,5/10
Apartament de vânzare,"Becas, Cluj-Napoca, Cluj",fara informatii,balcon,agenție,2024-11-12,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1761,148m²,5 camere,drept de proprietate,330 000 €,gata de utilizare,centrală pe gaz,2/2
Apartament de vânzare,"Giroc, Timis",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1321,57m²,3 camere,fara informatii,98 500 €,fara informatii,centralizată,3
Apartament de vânzare,"Iulia Hasdeu, Selimbar, Selimbar, Sibiu",fara informatii,balcon,agenție,2024-11-19,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=441,61m²,2 camere,drept de proprietate,106 500 €,gata de utilizare,centrală pe gaz,parter/2
Apartament de vânzare,"Dacia, Iasi, Iasi",fara informatii,"balcon
grădină
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1761,56.46m²,2 camere,drept de proprietate,107 300 €,gata de utilizare,centrală pe gaz,fara informatii
Apartament de vânzare,"Giroc, Timis",fara informatii,"balcon
terasă
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1321,45m²,2 camere,fara informatii,82 000 €,fara informatii,centralizată,3
Apartament de vânzare,"Vitan, Sectorul 3, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=441,36m²,2 camere,fara informatii,62 000 €,fara informatii,fara informatii,3
Apartament de vânzare,"Dumbrava Nord, Zalau, Salaj",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1761,53.41m²,2 camere,drept de proprietate,56 500 €,gata de utilizare,fara informatii,5/5
Apartament de vânzare,"Popesti Leordeni, Ilfov",fara informatii,"balcon
bucătărie separată
debara",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=441,122m²,3 camere,fara informatii,185 000 €,gata de utilizare,centrală pe gaz,6/7
Apartament de vânzare,"Calea Girocului, Timisoara, Timis",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1322,54m²,2 camere,fara informatii,87 000 €,fara informatii,centralizată,parter
Apartament de vânzare,"Giroc, Timis",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1322,57m²,3 camere,fara informatii,85 500 €,fara informatii,centralizată,2
Apartament de vânzare,"Dumbrava Nord, Zalau, Salaj",fara informatii,balcon,agenție,2024-11-25,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1762,75m²,3 camere,drept de proprietate,60 000 €,gata de utilizare,centrală pe gaz,4/4
Apartament de vânzare,"Vatra Luminoasa, Sectorul 2, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=441,40m²,1 cameră,fara informatii,77 000 €,necesita renovare,centralizată,7/9
Apartament de vânzare,"Floresti, Floresti, Cluj",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1762,65.3m²,3 camere,fara informatii,115 000 €,fara informatii,centralizată,parter
Apartament de vânzare,"Drumul Taberei, Drumul Taberei, Sectorul 6, Bucuresti",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1322,50m²,2 camere,drept de proprietate,82 000 €,gata de utilizare,centralizată,7/8
Apartament de vânzare,"Bragadiru, Ilfov",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=441,36m²,1 cameră,fara informatii,44 800 €,gata de utilizare,centrală pe gaz,3/3
